index,r_value,g_value,b_value,path
40,227,159,67,data_v2/raw_train/grade1_73.jpg
41,227,153,87,data_v2/raw_train/grade2_116.jpg
42,227,152,41,data_v2/raw_train/grade2_299.jpg
43,227,150,64,data_v2/raw_train/grade2_73.jpg
44,227,167,116,data_v2/raw_train/grade3_14.jpg
45,227,146,26,data_v2/raw_train/grade3_206.jpg
46,227,162,97,data_v2/raw_train/grade3_28.jpg
47,227,163,112,data_v2/raw_train/grade3_289.jpg
48,227,139,70,data_v2/raw_train/grade4_104.jpg
49,227,157,92,data_v2/raw_train/grade4_118.jpg
50,227,167,108,data_v2/raw_train/grade4_302.jpg
51,227,154,63,data_v2/raw_train/grade5_119.jpg
52,227,143,58,data_v2/raw_train/grade6_244.jpg
53,227,159,100,data_v2/raw_train/grade6_293.jpg
54,227,161,56,data_v2/raw_train/grade6_54.jpg
55,227,166,99,data_v2/raw_train/grade7_176.jpg
56,227,181,131,data_v2/raw_train/grade8_25.jpg
57,226,148,13,data_v2/raw_train/grade1_23.jpg
58,226,150,36,data_v2/raw_train/grade1_290.jpg
59,226,155,35,data_v2/raw_train/grade2_165.jpg
60,226,162,112,data_v2/raw_train/grade2_76.jpg
61,226,152,31,data_v2/raw_train/grade3_8.jpg
62,226,158,98,data_v2/raw_train/grade4_271.jpg
63,226,156,56,data_v2/raw_train/grade4_282.jpg
64,226,128,91,data_v2/raw_train/grade5_278.jpg
65,226,161,105,data_v2/raw_train/grade5_291.jpg
66,226,155,99,data_v2/raw_train/grade5_292.jpg
67,226,145,57,data_v2/raw_train/grade5_70.jpg
68,226,157,50,data_v2/raw_train/grade6_187.jpg
69,226,152,92,data_v2/raw_train/grade6_81.jpg
70,226,145,26,data_v2/raw_train/grade6_98.jpg
71,226,151,63,data_v2/raw_train/grade8_109.jpg
72,226,158,68,data_v2/raw_train/grade8_167.jpg
73,226,169,81,data_v2/raw_train/grade8_188.jpg
74,226,151,73,data_v2/raw_train/grade8_200.jpg
75,226,153,98,data_v2/raw_train/grade9_97.jpg
76,225,167,93,data_v2/raw_train/grade1_109.jpg
77,225,168,145,data_v2/raw_train/grade1_130.jpg
78,225,136,77,data_v2/raw_train/grade1_165.jpg
79,225,146,88,data_v2/raw_train/grade1_297.jpg
80,225,159,53,data_v2/raw_train/grade1_43.jpg
81,225,173,128,data_v2/raw_train/grade1_89.jpg
82,225,149,52,data_v2/raw_train/grade2_166.jpg
83,225,157,66,data_v2/raw_train/grade2_182.jpg
84,225,165,90,data_v2/raw_train/grade2_198.jpg
85,225,159,36,data_v2/raw_train/grade2_49.jpg
86,225,153,50,data_v2/raw_train/grade2_79.jpg
87,225,166,109,data_v2/raw_train/grade2_85.jpg
88,225,159,116,data_v2/raw_train/grade2_97.jpg
89,225,161,94,data_v2/raw_train/grade3_117.jpg
90,225,177,121,data_v2/raw_train/grade3_138.jpg
91,225,165,90,data_v2/raw_train/grade3_194.jpg
92,225,178,125,data_v2/raw_train/grade3_291.jpg
93,225,165,73,data_v2/raw_train/grade3_67.jpg
94,225,171,123,data_v2/raw_train/grade3_69.jpg
95,225,162,65,data_v2/raw_train/grade4_11.jpg
96,225,141,31,data_v2/raw_train/grade4_121.jpg
97,225,150,89,data_v2/raw_train/grade5_234.jpg
98,225,159,90,data_v2/raw_train/grade5_24.jpg
99,225,150,69,data_v2/raw_train/grade6_105.jpg
100,225,152,45,data_v2/raw_train/grade6_167.jpg
101,225,162,86,data_v2/raw_train/grade6_191.jpg
102,225,159,106,data_v2/raw_train/grade6_210.jpg
103,225,144,29,data_v2/raw_train/grade6_82.jpg
104,225,149,110,data_v2/raw_train/grade7_114.jpg
105,225,166,85,data_v2/raw_train/grade7_186.jpg
106,225,165,81,data_v2/raw_train/grade7_187.jpg
107,225,140,64,data_v2/raw_train/grade7_2.jpg
108,225,158,58,data_v2/raw_train/grade7_69.jpg
109,225,138,88,data_v2/raw_train/grade8_100.jpg
110,225,151,72,data_v2/raw_train/grade8_107.jpg
111,224,162,53,data_v2/raw_train/grade1_192.jpg
112,224,155,38,data_v2/raw_train/grade1_292.jpg
113,224,163,93,data_v2/raw_train/grade2_62.jpg
114,224,149,24,data_v2/raw_train/grade2_82.jpg
115,224,178,110,data_v2/raw_train/grade3_130.jpg
116,224,154,11,data_v2/raw_train/grade3_231.jpg
117,224,144,36,data_v2/raw_train/grade3_294.jpg
118,224,110,66,data_v2/raw_train/grade3_303.jpg
119,224,124,60,data_v2/raw_train/grade3_86.jpg
120,224,158,112,data_v2/raw_train/grade3_97.jpg
121,224,164,95,data_v2/raw_train/grade4_161.jpg
122,224,150,81,data_v2/raw_train/grade4_174.jpg
123,224,147,34,data_v2/raw_train/grade5_92.jpg
124,224,160,110,data_v2/raw_train/grade6_150.jpg
125,224,155,87,data_v2/raw_train/grade6_193.jpg
126,224,158,43,data_v2/raw_train/grade6_290.jpg
127,224,141,69,data_v2/raw_train/grade7_110.jpg
128,224,166,85,data_v2/raw_train/grade7_166.jpg
129,224,163,73,data_v2/raw_train/grade7_189.jpg
130,224,148,82,data_v2/raw_train/grade7_295.jpg
131,224,178,126,data_v2/raw_train/grade8_10.jpg
132,224,171,93,data_v2/raw_train/grade8_127.jpg
133,224,111,61,data_v2/raw_train/grade8_139.jpg
134,224,171,102,data_v2/raw_train/grade8_146.jpg
135,224,131,81,data_v2/raw_train/grade8_152.jpg
136,224,153,97,data_v2/raw_train/grade8_41.jpg
137,224,148,19,data_v2/raw_train/grade9_228.jpg
138,223,153,56,data_v2/raw_train/grade1_146.jpg
139,223,159,36,data_v2/raw_train/grade1_25.jpg
140,223,161,59,data_v2/raw_train/grade1_293.jpg
141,223,167,62,data_v2/raw_train/grade1_87.jpg
142,223,163,104,data_v2/raw_train/grade1_94.jpg
143,223,147,23,data_v2/raw_train/grade2_213.jpg
144,223,151,20,data_v2/raw_train/grade2_225.jpg
145,223,156,46,data_v2/raw_train/grade2_266.jpg
146,223,162,89,data_v2/raw_train/grade2_295.jpg
147,223,147,26,data_v2/raw_train/grade2_297.jpg
148,223,162,65,data_v2/raw_train/grade2_37.jpg
149,223,149,97,data_v2/raw_train/grade2_58.jpg
150,223,165,115,data_v2/raw_train/grade2_87.jpg
151,223,163,120,data_v2/raw_train/grade2_98.jpg
152,223,168,115,data_v2/raw_train/grade3_288.jpg
153,223,158,81,data_v2/raw_train/grade3_56.jpg
154,223,157,104,data_v2/raw_train/grade4_175.jpg
155,223,150,87,data_v2/raw_train/grade4_287.jpg
156,223,148,86,data_v2/raw_train/grade4_288.jpg
157,223,150,13,data_v2/raw_train/grade4_32.jpg
158,223,158,51,data_v2/raw_train/grade4_82.jpg
159,223,153,94,data_v2/raw_train/grade5_145.jpg
160,223,155,82,data_v2/raw_train/grade5_180.jpg
161,223,152,29,data_v2/raw_train/grade5_228.jpg
162,223,162,109,data_v2/raw_train/grade5_290.jpg
163,223,112,71,data_v2/raw_train/grade5_30.jpg
164,223,164,77,data_v2/raw_train/grade5_72.jpg
165,223,147,35,data_v2/raw_train/grade5_93.jpg
166,223,157,82,data_v2/raw_train/grade6_125.jpg
167,223,175,92,data_v2/raw_train/grade6_169.jpg
168,223,148,46,data_v2/raw_train/grade6_202.jpg
169,223,143,22,data_v2/raw_train/grade6_248.jpg
170,223,163,84,data_v2/raw_train/grade7_188.jpg
171,223,154,31,data_v2/raw_train/grade7_193.jpg
172,223,170,117,data_v2/raw_train/grade7_296.jpg
173,223,166,73,data_v2/raw_train/grade8_189.jpg
174,223,156,80,data_v2/raw_train/grade9_232.jpg
175,223,119,74,data_v2/raw_train/grade9_299.jpg
176,222,162,91,data_v2/raw_train/grade1_149.jpg
177,222,166,121,data_v2/raw_train/grade1_214.jpg
178,222,157,92,data_v2/raw_train/grade1_226.jpg
179,222,160,56,data_v2/raw_train/grade1_230.jpg
180,222,163,71,data_v2/raw_train/grade1_234.jpg
181,222,154,19,data_v2/raw_train/grade1_258.jpg
182,222,160,52,data_v2/raw_train/grade1_3.jpg
183,222,163,60,data_v2/raw_train/grade1_4.jpg
184,222,157,64,data_v2/raw_train/grade1_42.jpg
185,222,158,108,data_v2/raw_train/grade1_80.jpg
186,222,172,124,data_v2/raw_train/grade1_81.jpg
187,222,177,137,data_v2/raw_train/grade1_88.jpg
188,222,171,116,data_v2/raw_train/grade2_139.jpg
189,222,147,57,data_v2/raw_train/grade2_163.jpg
190,222,157,55,data_v2/raw_train/grade2_184.jpg
191,222,154,63,data_v2/raw_train/grade2_185.jpg
192,222,154,37,data_v2/raw_train/grade2_233.jpg
193,222,159,110,data_v2/raw_train/grade2_275.jpg
194,222,169,116,data_v2/raw_train/grade2_290.jpg
195,222,158,21,data_v2/raw_train/grade2_294.jpg
196,222,160,63,data_v2/raw_train/grade2_36.jpg
197,222,168,106,data_v2/raw_train/grade3_123.jpg
198,222,166,96,data_v2/raw_train/grade3_129.jpg
199,222,155,61,data_v2/raw_train/grade3_176.jpg
200,222,154,63,data_v2/raw_train/grade3_182.jpg
201,222,151,73,data_v2/raw_train/grade3_183.jpg
202,222,151,73,data_v2/raw_train/grade3_184.jpg
203,222,155,96,data_v2/raw_train/grade3_225.jpg
204,222,163,112,data_v2/raw_train/grade3_301.jpg
205,222,136,75,data_v2/raw_train/grade3_40.jpg
206,222,201,154,data_v2/raw_train/grade3_72.jpg
207,222,155,61,data_v2/raw_train/grade4_170.jpg
208,222,161,92,data_v2/raw_train/grade4_185.jpg
209,222,149,106,data_v2/raw_train/grade4_191.jpg
210,222,148,85,data_v2/raw_train/grade4_272.jpg
211,222,154,31,data_v2/raw_train/grade4_276.jpg
212,222,148,43,data_v2/raw_train/grade4_298.jpg
213,222,159,58,data_v2/raw_train/grade4_81.jpg
214,222,157,54,data_v2/raw_train/grade5_162.jpg
215,222,155,69,data_v2/raw_train/grade5_175.jpg
216,222,148,76,data_v2/raw_train/grade5_183.jpg
217,222,139,26,data_v2/raw_train/grade5_246.jpg
218,222,155,46,data_v2/raw_train/grade5_34.jpg
219,222,179,118,data_v2/raw_train/grade6_118.jpg
220,222,161,89,data_v2/raw_train/grade6_159.jpg
221,222,132,57,data_v2/raw_train/grade6_182.jpg
222,222,164,88,data_v2/raw_train/grade6_192.jpg
223,222,140,78,data_v2/raw_train/grade6_282.jpg
224,222,170,75,data_v2/raw_train/grade6_79.jpg
225,222,164,84,data_v2/raw_train/grade6_95.jpg
226,222,145,71,data_v2/raw_train/grade7_111.jpg
227,222,175,108,data_v2/raw_train/grade7_126.jpg
228,222,165,67,data_v2/raw_train/grade7_3.jpg
229,222,156,43,data_v2/raw_train/grade7_5.jpg
230,222,110,68,data_v2/raw_train/grade7_81.jpg
231,222,147,92,data_v2/raw_train/grade8_23.jpg
232,222,155,18,data_v2/raw_train/grade8_29.jpg
233,222,151,111,data_v2/raw_train/grade9_176.jpg
234,221,157,57,data_v2/raw_train/grade1_17.jpg
235,221,150,64,data_v2/raw_train/grade1_253.jpg
236,221,157,50,data_v2/raw_train/grade1_276.jpg
237,221,155,103,data_v2/raw_train/grade1_294.jpg
238,221,154,97,data_v2/raw_train/grade2_115.jpg
239,221,162,102,data_v2/raw_train/grade2_149.jpg
240,221,163,103,data_v2/raw_train/grade2_150.jpg
241,221,149,77,data_v2/raw_train/grade2_176.jpg
242,221,152,22,data_v2/raw_train/grade2_226.jpg
243,221,152,31,data_v2/raw_train/grade2_265.jpg
244,221,154,101,data_v2/raw_train/grade2_276.jpg
245,221,100,68,data_v2/raw_train/grade2_44.jpg
246,221,162,116,data_v2/raw_train/grade2_99.jpg
247,221,151,72,data_v2/raw_train/grade3_222.jpg
248,221,164,112,data_v2/raw_train/grade3_274.jpg
249,221,170,112,data_v2/raw_train/grade3_275.jpg
250,221,158,14,data_v2/raw_train/grade3_281.jpg
251,221,155,32,data_v2/raw_train/grade3_43.jpg
252,221,159,51,data_v2/raw_train/grade3_45.jpg
253,221,147,92,data_v2/raw_train/grade4_136.jpg
254,221,148,18,data_v2/raw_train/grade4_143.jpg
255,221,130,97,data_v2/raw_train/grade4_15.jpg
256,221,152,61,data_v2/raw_train/grade4_155.jpg
257,221,149,76,data_v2/raw_train/grade4_164.jpg
258,221,155,70,data_v2/raw_train/grade4_180.jpg
259,221,132,44,data_v2/raw_train/grade4_222.jpg
260,221,165,66,data_v2/raw_train/grade4_69.jpg
261,221,162,101,data_v2/raw_train/grade5_134.jpg
262,221,116,74,data_v2/raw_train/grade5_136.jpg
263,221,150,48,data_v2/raw_train/grade5_165.jpg
264,221,163,99,data_v2/raw_train/grade5_167.jpg
265,221,164,107,data_v2/raw_train/grade5_226.jpg
266,221,131,98,data_v2/raw_train/grade5_28.jpg
267,221,123,72,data_v2/raw_train/grade6_111.jpg
268,221,140,69,data_v2/raw_train/grade6_14.jpg
269,221,152,86,data_v2/raw_train/grade6_140.jpg
270,221,151,34,data_v2/raw_train/grade6_199.jpg
271,221,159,101,data_v2/raw_train/grade6_226.jpg
272,221,150,22,data_v2/raw_train/grade6_228.jpg
273,221,161,53,data_v2/raw_train/grade6_291.jpg
274,221,158,52,data_v2/raw_train/grade6_304.jpg
275,221,117,71,data_v2/raw_train/grade6_78.jpg
276,221,127,59,data_v2/raw_train/grade6_97.jpg
277,221,158,99,data_v2/raw_train/grade7_104.jpg
278,221,156,50,data_v2/raw_train/grade7_135.jpg
279,221,147,84,data_v2/raw_train/grade7_148.jpg
280,221,141,70,data_v2/raw_train/grade7_17.jpg
281,221,164,109,data_v2/raw_train/grade7_298.jpg
282,221,166,108,data_v2/raw_train/grade7_299.jpg
283,221,158,105,data_v2/raw_train/grade8_211.jpg
284,221,151,24,data_v2/raw_train/grade8_229.jpg
285,221,158,56,data_v2/raw_train/grade8_37.jpg
286,221,146,81,data_v2/raw_train/grade8_39.jpg
287,221,147,77,data_v2/raw_train/grade9_100.jpg
288,221,196,172,data_v2/raw_train/grade9_17.jpg
289,221,126,79,data_v2/raw_train/grade9_191.jpg
290,221,142,82,data_v2/raw_train/grade9_96.jpg
291,220,153,51,data_v2/raw_train/grade1_101.jpg
292,220,170,109,data_v2/raw_train/grade1_123.jpg
293,220,147,24,data_v2/raw_train/grade1_144.jpg
294,220,152,70,data_v2/raw_train/grade1_178.jpg
295,220,161,74,data_v2/raw_train/grade1_180.jpg
296,220,156,91,data_v2/raw_train/grade1_225.jpg
297,220,159,46,data_v2/raw_train/grade1_235.jpg
298,220,158,44,data_v2/raw_train/grade1_238.jpg
299,220,162,86,data_v2/raw_train/grade1_250.jpg
300,220,164,118,data_v2/raw_train/grade1_8.jpg
301,220,172,118,data_v2/raw_train/grade2_114.jpg
302,220,166,97,data_v2/raw_train/grade2_130.jpg
303,220,153,25,data_v2/raw_train/grade2_142.jpg
304,220,161,111,data_v2/raw_train/grade2_160.jpg
305,220,162,69,data_v2/raw_train/grade2_189.jpg
306,220,170,65,data_v2/raw_train/grade2_197.jpg
307,220,155,101,data_v2/raw_train/grade2_289.jpg
308,220,144,17,data_v2/raw_train/grade3_144.jpg
309,220,152,91,data_v2/raw_train/grade3_149.jpg
310,220,172,79,data_v2/raw_train/grade3_187.jpg
311,220,145,70,data_v2/raw_train/grade3_212.jpg
312,220,129,69,data_v2/raw_train/grade4_115.jpg
313,220,156,98,data_v2/raw_train/grade4_137.jpg
314,220,171,120,data_v2/raw_train/grade4_198.jpg
315,220,145,39,data_v2/raw_train/grade4_203.jpg
316,220,152,112,data_v2/raw_train/grade4_208.jpg
317,220,157,102,data_v2/raw_train/grade4_270.jpg
318,220,182,116,data_v2/raw_train/grade5_128.jpg
319,220,150,100,data_v2/raw_train/grade5_177.jpg
320,220,138,61,data_v2/raw_train/grade5_184.jpg
321,220,163,101,data_v2/raw_train/grade5_188.jpg
322,220,169,99,data_v2/raw_train/grade5_194.jpg
323,220,164,108,data_v2/raw_train/grade5_247.jpg
324,220,170,100,data_v2/raw_train/grade5_303.jpg
325,220,152,36,data_v2/raw_train/grade5_305.jpg
326,220,157,74,data_v2/raw_train/grade6_109.jpg
327,220,171,119,data_v2/raw_train/grade6_131.jpg
328,220,150,13,data_v2/raw_train/grade6_146.jpg
329,220,150,24,data_v2/raw_train/grade6_185.jpg
330,220,165,99,data_v2/raw_train/grade6_194.jpg
331,220,151,86,data_v2/raw_train/grade6_265.jpg
332,220,151,93,data_v2/raw_train/grade6_284.jpg
333,220,134,75,data_v2/raw_train/grade6_67.jpg
334,220,158,60,data_v2/raw_train/grade6_72.jpg
335,220,150,119,data_v2/raw_train/grade7_133.jpg
336,220,117,70,data_v2/raw_train/grade7_37.jpg
337,220,131,63,data_v2/raw_train/grade7_71.jpg
338,220,143,28,data_v2/raw_train/grade7_95.jpg
339,220,168,85,data_v2/raw_train/grade8_249.jpg
340,220,157,30,data_v2/raw_train/grade8_267.jpg
341,220,141,80,data_v2/raw_train/grade8_40.jpg
342,220,158,66,data_v2/raw_train/grade8_7.jpg
343,220,163,80,data_v2/raw_train/grade9_162.jpg
344,220,163,80,data_v2/raw_train/grade9_163.jpg
345,220,149,81,data_v2/raw_train/grade9_174.jpg
346,220,149,81,data_v2/raw_train/grade9_175.jpg
347,220,160,75,data_v2/raw_train/grade9_186.jpg
348,220,174,123,data_v2/raw_train/grade9_8.jpg
349,220,161,103,data_v2/raw_train/grade9_82.jpg
350,220,119,77,data_v2/raw_train/grade9_83.jpg
351,219,125,49,data_v2/raw_train/grade1_106.jpg
352,219,162,93,data_v2/raw_train/grade1_35.jpg
353,219,162,103,data_v2/raw_train/grade1_95.jpg
354,219,162,92,data_v2/raw_train/grade2_100.jpg
355,219,168,90,data_v2/raw_train/grade2_164.jpg
356,219,161,67,data_v2/raw_train/grade2_195.jpg
357,219,152,29,data_v2/raw_train/grade2_199.jpg
358,219,160,47,data_v2/raw_train/grade2_25.jpg
359,219,157,111,data_v2/raw_train/grade2_302.jpg
360,219,166,118,data_v2/raw_train/grade2_303.jpg
361,219,153,51,data_v2/raw_train/grade2_53.jpg
362,219,153,51,data_v2/raw_train/grade2_54.jpg
363,219,166,57,data_v2/raw_train/grade2_9.jpg
364,219,161,69,data_v2/raw_train/grade2_93.jpg
365,219,159,43,data_v2/raw_train/grade3_146.jpg
366,219,170,108,data_v2/raw_train/grade3_150.jpg
367,219,142,79,data_v2/raw_train/grade3_181.jpg
368,219,137,71,data_v2/raw_train/grade3_213.jpg
369,219,163,43,data_v2/raw_train/grade3_216.jpg
370,219,162,77,data_v2/raw_train/grade3_283.jpg
371,219,166,77,data_v2/raw_train/grade3_62.jpg
372,219,159,108,data_v2/raw_train/grade3_82.jpg
373,219,158,64,data_v2/raw_train/grade3_89.jpg
374,219,165,72,data_v2/raw_train/grade4_10.jpg
375,219,162,95,data_v2/raw_train/grade4_140.jpg
376,219,171,104,data_v2/raw_train/grade4_152.jpg
377,219,161,108,data_v2/raw_train/grade4_16.jpg
378,219,159,34,data_v2/raw_train/grade4_261.jpg
379,219,159,108,data_v2/raw_train/grade4_269.jpg
380,219,159,61,data_v2/raw_train/grade4_37.jpg
381,219,160,87,data_v2/raw_train/grade4_58.jpg
382,219,163,99,data_v2/raw_train/grade5_189.jpg
383,219,151,98,data_v2/raw_train/grade5_2.jpg
384,219,142,88,data_v2/raw_train/grade5_20.jpg
385,219,151,87,data_v2/raw_train/grade5_222.jpg
386,219,160,102,data_v2/raw_train/grade5_248.jpg
387,219,151,41,data_v2/raw_train/grade5_51.jpg
388,219,135,79,data_v2/raw_train/grade5_74.jpg
389,219,158,100,data_v2/raw_train/grade6_106.jpg
390,219,152,93,data_v2/raw_train/grade6_107.jpg
391,219,162,84,data_v2/raw_train/grade6_171.jpg
392,219,157,95,data_v2/raw_train/grade6_178.jpg
393,219,161,95,data_v2/raw_train/grade6_188.jpg
394,219,155,54,data_v2/raw_train/grade6_203.jpg
395,219,154,9,data_v2/raw_train/grade6_233.jpg
396,219,160,111,data_v2/raw_train/grade6_25.jpg
397,219,115,71,data_v2/raw_train/grade6_34.jpg
398,219,152,92,data_v2/raw_train/grade7_147.jpg
399,219,132,58,data_v2/raw_train/grade7_180.jpg
400,219,156,19,data_v2/raw_train/grade7_224.jpg
401,219,119,84,data_v2/raw_train/grade7_281.jpg
402,219,155,41,data_v2/raw_train/grade7_294.jpg
403,219,161,80,data_v2/raw_train/grade7_45.jpg
404,219,159,99,data_v2/raw_train/grade7_91.jpg
405,219,157,26,data_v2/raw_train/grade8_15.jpg
406,219,164,91,data_v2/raw_train/grade8_169.jpg
407,219,139,79,data_v2/raw_train/grade8_277.jpg
408,219,158,102,data_v2/raw_train/grade8_53.jpg
409,219,134,60,data_v2/raw_train/grade8_69.jpg
410,219,140,84,data_v2/raw_train/grade8_99.jpg
411,219,151,86,data_v2/raw_train/grade9_164.jpg
412,219,156,24,data_v2/raw_train/grade9_30.jpg
413,219,148,42,data_v2/raw_train/grade9_78.jpg
414,218,165,72,data_v2/raw_train/grade1_113.jpg
415,218,165,96,data_v2/raw_train/grade1_13.jpg
416,218,156,97,data_v2/raw_train/grade1_143.jpg
417,218,154,25,data_v2/raw_train/grade1_191.jpg
418,218,151,41,data_v2/raw_train/grade1_213.jpg
419,218,159,87,data_v2/raw_train/grade1_254.jpg
420,218,154,55,data_v2/raw_train/grade1_61.jpg
421,218,159,75,data_v2/raw_train/grade1_79.jpg
422,218,166,111,data_v2/raw_train/grade2_152.jpg
423,218,171,68,data_v2/raw_train/grade2_280.jpg
424,218,161,69,data_v2/raw_train/grade2_46.jpg
425,218,153,76,data_v2/raw_train/grade2_74.jpg
426,218,157,106,data_v2/raw_train/grade2_86.jpg
427,218,124,60,data_v2/raw_train/grade3_103.jpg
428,218,165,113,data_v2/raw_train/grade3_122.jpg
429,218,154,60,data_v2/raw_train/grade3_127.jpg
430,218,154,13,data_v2/raw_train/grade3_224.jpg
431,218,159,39,data_v2/raw_train/grade3_255.jpg
432,218,170,109,data_v2/raw_train/grade3_302.jpg
433,218,131,70,data_v2/raw_train/grade3_58.jpg
434,218,156,65,data_v2/raw_train/grade3_91.jpg
435,218,169,127,data_v2/raw_train/grade3_98.jpg
436,218,156,104,data_v2/raw_train/grade3_99.jpg
437,218,126,86,data_v2/raw_train/grade4_12.jpg
438,218,150,97,data_v2/raw_train/grade4_149.jpg
439,218,155,88,data_v2/raw_train/grade4_158.jpg
440,218,160,113,data_v2/raw_train/grade4_196.jpg
441,218,160,110,data_v2/raw_train/grade4_197.jpg
442,218,135,64,data_v2/raw_train/grade4_22.jpg
443,218,154,11,data_v2/raw_train/grade4_223.jpg
444,218,161,60,data_v2/raw_train/grade4_285.jpg
445,218,161,60,data_v2/raw_train/grade4_38.jpg
446,218,127,74,data_v2/raw_train/grade4_43.jpg
447,218,165,76,data_v2/raw_train/grade4_65.jpg
448,218,155,21,data_v2/raw_train/grade5_101.jpg
449,218,161,106,data_v2/raw_train/grade5_178.jpg
450,218,147,107,data_v2/raw_train/grade5_190.jpg
451,218,155,19,data_v2/raw_train/grade5_242.jpg
452,218,121,70,data_v2/raw_train/grade5_277.jpg
453,218,140,66,data_v2/raw_train/grade5_63.jpg
454,218,155,21,data_v2/raw_train/grade5_90.jpg
455,218,168,66,data_v2/raw_train/grade6_101.jpg
456,218,144,83,data_v2/raw_train/grade6_114.jpg
457,218,157,26,data_v2/raw_train/grade6_124.jpg
458,218,151,10,data_v2/raw_train/grade6_223.jpg
459,218,154,57,data_v2/raw_train/grade6_242.jpg
460,218,158,23,data_v2/raw_train/grade6_245.jpg
461,218,155,104,data_v2/raw_train/grade6_292.jpg
462,218,170,117,data_v2/raw_train/grade6_294.jpg
463,218,144,71,data_v2/raw_train/grade6_5.jpg
464,218,169,94,data_v2/raw_train/grade6_75.jpg
465,218,168,77,data_v2/raw_train/grade6_76.jpg
466,218,120,75,data_v2/raw_train/grade7_13.jpg
467,218,135,64,data_v2/raw_train/grade7_16.jpg
468,218,142,105,data_v2/raw_train/grade7_212.jpg
469,218,169,116,data_v2/raw_train/grade7_25.jpg
470,218,135,63,data_v2/raw_train/grade7_85.jpg
471,218,146,21,data_v2/raw_train/grade8_106.jpg
472,218,155,76,data_v2/raw_train/grade8_141.jpg
473,218,158,70,data_v2/raw_train/grade8_191.jpg
474,218,159,95,data_v2/raw_train/grade8_210.jpg
475,218,153,92,data_v2/raw_train/grade8_213.jpg
476,218,150,89,data_v2/raw_train/grade8_293.jpg
477,218,112,69,data_v2/raw_train/grade8_294.jpg
478,218,155,106,data_v2/raw_train/grade8_84.jpg
479,218,167,115,data_v2/raw_train/grade8_9.jpg
480,218,147,50,data_v2/raw_train/grade8_95.jpg
481,218,126,99,data_v2/raw_train/grade9_125.jpg
482,218,121,83,data_v2/raw_train/grade9_280.jpg
483,218,111,61,data_v2/raw_train/grade9_95.jpg
484,217,159,95,data_v2/raw_train/grade1_107.jpg
485,217,152,60,data_v2/raw_train/grade1_120.jpg
486,217,150,58,data_v2/raw_train/grade1_135.jpg
487,217,150,104,data_v2/raw_train/grade1_298.jpg
488,217,162,45,data_v2/raw_train/grade1_300.jpg
489,217,161,76,data_v2/raw_train/grade1_68.jpg
490,217,161,73,data_v2/raw_train/grade1_90.jpg
491,217,171,111,data_v2/raw_train/grade2_121.jpg
492,217,150,56,data_v2/raw_train/grade2_122.jpg
493,217,121,81,data_v2/raw_train/grade2_129.jpg
494,217,102,61,data_v2/raw_train/grade2_14.jpg
495,217,157,98,data_v2/raw_train/grade2_172.jpg
496,217,161,65,data_v2/raw_train/grade2_21.jpg
497,217,143,59,data_v2/raw_train/grade2_212.jpg
498,217,161,65,data_v2/raw_train/grade2_22.jpg
